epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,711.572,0.86971,0.65341,1.01075,0.79011,0.6136,0.6608,0.39197,1.37447,1.01743,1.41057,0.000138736,0.000138736,0.000138736
82,720.479,0.85486,0.63962,1.02087,0.82493,0.59939,0.66081,0.39064,1.38579,1.03216,1.4224,0.000132133,0.000132133,0.000132133
83,729.028,0.88331,0.67767,1.03451,0.85724,0.57985,0.65757,0.38741,1.37587,1.03044,1.41332,0.000125529,0.000125529,0.000125529
84,737.525,0.85667,0.65555,1.01975,0.80823,0.60684,0.65489,0.39254,1.37206,1.03471,1.41933,0.000118926,0.000118926,0.000118926
85,746.028,0.85526,0.6496,1.01675,0.81909,0.60838,0.65295,0.38175,1.38444,1.04812,1.42437,0.000112323,0.000112323,0.000112323
86,754.586,0.85941,0.65739,1.02891,0.78022,0.62139,0.65226,0.39019,1.35908,1.04791,1.40942,0.00010572,0.00010572,0.00010572
87,763.016,0.8658,0.64897,1.02292,0.7807,0.60582,0.65193,0.3812,1.37744,1.04907,1.42904,9.91162e-05,9.91162e-05,9.91162e-05
88,771.789,0.85375,0.6469,1.02866,0.80375,0.59044,0.64733,0.38109,1.37574,1.04538,1.43762,9.25129e-05,9.25129e-05,9.25129e-05
89,780.285,0.83193,0.62462,1.00685,0.76669,0.62744,0.65388,0.38596,1.38181,1.03223,1.43732,8.59096e-05,8.59096e-05,8.59096e-05
90,789.02,0.85593,0.64852,1.01048,0.76105,0.62198,0.64974,0.38114,1.40228,1.03851,1.4559,7.93063e-05,7.93063e-05,7.93063e-05
91,799.248,0.86608,0.67551,1.02442,0.81082,0.60092,0.64556,0.3811,1.41619,1.06336,1.46576,7.2703e-05,7.2703e-05,7.2703e-05
92,807.612,0.8596,0.64856,0.99583,0.77088,0.61202,0.64428,0.37703,1.41955,1.05976,1.46845,6.60997e-05,6.60997e-05,6.60997e-05
93,816.015,0.80942,0.60809,0.98281,0.81664,0.59595,0.65112,0.3812,1.39349,1.04844,1.45208,5.94964e-05,5.94964e-05,5.94964e-05
94,824.903,0.78988,0.59428,0.97997,0.82836,0.59503,0.65488,0.38205,1.38447,1.02822,1.4476,5.28931e-05,5.28931e-05,5.28931e-05
95,833.404,0.79646,0.60194,0.98463,0.85348,0.59155,0.65565,0.3804,1.38801,1.03183,1.44927,4.62898e-05,4.62898e-05,4.62898e-05
96,841.753,0.79304,0.60832,0.98087,0.8164,0.60238,0.65371,0.38027,1.38558,1.02581,1.44813,3.96865e-05,3.96865e-05,3.96865e-05
97,850.134,0.77399,0.58482,0.96475,0.81453,0.5938,0.65234,0.38171,1.38303,1.02301,1.44951,3.30832e-05,3.30832e-05,3.30832e-05
98,858.619,0.77428,0.59145,0.9808,0.84674,0.57372,0.65231,0.38039,1.38579,1.01893,1.45058,2.64799e-05,2.64799e-05,2.64799e-05
99,867.213,0.76221,0.58073,0.9592,0.80836,0.59718,0.64985,0.38392,1.38539,1.01464,1.44957,1.98766e-05,1.98766e-05,1.98766e-05
100,875.682,0.77864,0.58542,0.96631,0.81145,0.60021,0.65565,0.38242,1.38743,1.02003,1.45464,1.32733e-05,1.32733e-05,1.32733e-05
